"id"|"title"|"category"|"tags"|"blog_image"|"body"|"post_date"
"23"|"Nisu svi pravoslavci genocidni, ali su pravoslavci počinili genocid: Nisu svi Srbi četnici, ali su četnici Srbi!"|"BiH"|"bih, milorad dodik, srbi"|"/sites/default/files/wp-content/uploads/2017/05/Pavle-Radovan-i-Ratko.jpg"|"<div class=""td-post-content"">^^<div class=""itemIntroText"">^^<p style=""text-align: justify;""><strong>Žalbeno vijeće je jednoglasno odlučilo da je 1995. g. u Srebrenici počinjen genocid: “…snage bosanskih Srba izvršile su genocid protiv bosanskih Muslimana… Oni koji smišljaju i realizuju genocid teže da liše čovječanstvo raznolikog bogatstva koje mu daju nacionalnosti, rase, etničke grupe i vjere. To je zločin protiv cijelog čovječanstva, jer škodi ne samo grupi koja je na meti uništenja nego cijelom čovječanstvu.” (19. 04. 2004., Den Haag: Presuda Žalbenog vijeća Tribunala u Hagu (ICTY) u predmetu Radislava Krstića)</strong></p>^^</div>^^<div class=""itemFullText"" style=""text-align: justify;"">^^<p><em>Ukoliko bi se u javnom prostoru prihvatila logika i pamet koju uporno nameće Milorad Dodik svojim izjavama: da nisu svi muslimani teroristi, ali da su svi teroristi muslimani, onda bi naprijed spomenute tvrdnje dobile pravo da se stave u istu ravan ili sučele sa ovom Dodikovom logikom. U tom bi se slučaju dalje dodavali izvjesni argumenti i za njih tražila određena opravdanja, a takvim neprihvatljivim igrama riječi ne bi bilo kraja. Samo osuda nije dovoljna, konačno bi se moralo prekinuti sa generalizacijom naroda i religija.</em></p>^^<p><em>Naime, <strong>prije desetak dana Dodik je u Banjoj Luci opet ponovio lažnu, manipulativnu i duboko vrijeđajuću spomenutu konstataciju o muslimanima. Zaista, Dodik bestidno, uporno i godinama vrijeđa i ponižava muslimane, iskazuje prema njima otvoreni animozitet, širi opasnu mržnju i duboke predrasude. On to čini svjesno, reklo bi se, sa strašću i slašću. Stigmatizira pripadnike cjelokupne muslimanske zajednice od preko milijardu i po ljudi. Njegove riječi o muslimanima su otrovne, on ih nastoji dehumanizirati, odreći im ljudskost i individualni personalitet.</strong></em></p>^^<p><em>Ono što posebno uznemirava i čini sve ovo krajnje opasnim jeste da verbalno neprijateljstvo prema muslimanima nije produkt određenog lošeg trenutka, nekog nerazumnog hira, uslovljenosti konkretnim vremenskim periodom ili podstaknuto specifičnim okolnostima. Nije nešto što bi bilo dio ratnih i poratnih zabluda, predrasuda i okolnosti i od čega je napravljen otklon, nego stvarnost sadašnjeg mirnodopskog razdoblja. Stereotipizacija i huškački govor protiv muslimana je jasna konstanta s nepodnošljivo dugim trajanjem.</em></p>^^<p><em>Bilo bi, za ovaj tekst, previše nabrajati sve Dodikove sramne izjave o muslimanima. Njegovo antimuslimansko lice dovoljno snažno ocrtava i izjava od 8. janura kada je, gostujući u emisiji Aktuelno na RTRS, izrazio uvjerenje da će izabrani predsjednik SAD razumjeti „kad mi Srbi kažemo: Imamo problema sa muslimanima.“</em></p>^^<p><em>Važno je upozoravati i na opasnu tendenciju da se Bošnjaci, umjesto svojim etničkim imenom, veoma često nazivaju vjerskom odrednicom „muslimani“, u čemu prednjači aktuelni predsjednik bh. entiteta RS, čime se želi ostvariti politička korist iz općeg negativnog raspoloženje prema muslimanima u evropskom desničarskom političkom spektru. Ovdje se računa na zapadnjački strah i propagandu o opasnosti od tzv. muslimanskog radikalizma i ekstremizma, šaljući eksplicitnu poruka da su Bošnjaci, zato što su muslimani, opasni i da su zbog toga Srbi u „pogibeljnoj opasnosti“. Ne smije se zaboraviti da srpska politička i nacionalistička praksa, nažalost, baštini respektabilno iskustvo u stigmatizaciji i širenju straha od Bošnjaka, što im se pokazalo korisnim u ostvarenju velikosrpskih ciljeva. Pokazali su se uspješnim u prepoznavanju dominirajućeg međunarodnog sentimenta kako bi dobili opravdanje i razumijevanje za progon i genocid nad Bošnjacima. Dok je u Evropi vladao  strah od Turske, a termin Turčin imao snažnu negativnu konotiranost, Bošnjake su Srbi nazivali Turcima. Zločinac Ratko Mladić se u Srebrenici 1995. godine svetio Turcima tako što je sproveo genocid nad Bošnjacima. Koristeći taj negativni evropski sentiment srpski zločini nad Bošnjacima su u XIX i XX stoljeću prolazili nekažnjeno. Na sličan način se danas koristi negativno raspoloženje na Zapadu prema muslimanima kako bi se Bošnjaci, svodeći ih na muslimane, marginalizirali i potčinili, odnosno nekažnjeno i u tišini sveli na velikosrpsku prihvatljivu mjeru; malu bezličnu i amorfnu masu.</em></p>^^<p><em>Logika Milorada Dodika o negativnoj generalizaciji ljudi po njihovoj vjerskoj, nacionalnoj ili nekoj drugoj kolektivnoj identitetskoj odrednici je veoma opasna, antiljudska i u suprotnosti je sa svim međunarodnim standardima o temeljnim ljudskim pravima. Ta logika i praksa je ozbiljna prijetanja za demokratski poredak, međunarodni mir i stabilnost. Efekti predrasuda koje on širi mogu uskoro izazvati patnje i stradanje velikog broja ljudi.</em></p>^^<p><em>Jesu li muslimani porodili nacizam, fašizam, komunističke gulage, holokaust? Ko je počinio genocid nad Bošnjacima i uništavao sve tragove bošnjačke kulture? Čiji su teroristi ubili djevojčicu Melihu Durić 2001. godine u Vlasenici? (Od 2.643 bošnjačke žrtve u Vlasenici, čak je 265 djece.) Čiji su teroristi ubili Murata Badića u Banjoj Luci, zapalili autobuse i kamenovali vjernike koji su 2001. godine došli na svečani čin postavljanja kamena temeljca za džamiju Ferhadiju? Čiji su teroristi neredima spriječili postavljanje kamena temeljca 2001. godine za Osman-pašinu džamiju u Trebinju? Čiji „teroristi“ oduzimaju pravo Bošnjacima na svoj jezik?</em></p>^^<p><em>Umjesto vlastitih zaključaka i odgovora o teroristima i zločincima, donosim nalaze i zaključke suda Ujedinjenih naroda: – Pretresno vijeće je zaključilo da je postojao udruženi zločinački poduhvat ubijanja i udruženi zločinački poduhvat prisilnog premještanja stanovništva u kojima je učestvovalo više učesnika… Vijeće je dalje zaključilo da su neki učesnici udruženog zločinačkog poduhvata ubijanja imali namjeru da počine genocid, te da je, prema tome, počinjen genocid. Također je zaključilo da su učesnici oba udružena zločinačka poduhvata imali potrebnu specijalnu namjeru za zločin progona. Također je utvrđeno, izvan svake sumnje, da je na djelu bio masovni i sistematski napad na civilno stanovništvo. Prema tome, primjenjujući pravna obilježja krivičnih djela navedenih u optužnici na činjenice za koje je utvrdilo da su dokazane, Pretresno vijeće je zaključilo da su pripadnici snaga bosanskih Srba na različitim lokalitetima koji su navedeni u Optužnici počinili slijedeće zločine: genocid; udruživanje radi vršenja genocida; istrebljivanje, kao zločin protiv čovječnosti; ubistvo, kao zločin protiv čovječnosti i kršenje zakona i običaja ratovanja; ubistvo, surova i nehumana djela, terorisanje civilnog stanovništva i prisilno premještanje, kao djelo progona, što predstavlja zločin protiv čovječnosti; i prisilno premještanje kao nehumani postupak, što predstavlja zločin protiv čovječnosti. (10. 06. 2010., Den Haag: Presuda Pretresnog vijeća Tribunala u Hagu (ICTY) u predmetu Vujadin Popović i drugi)</em></p>^^</div>^^</div>^^<div class=""td-post-source-tags"" style=""text-align: justify;""> </div>^^<div class=""td-post-source-tags"" style=""text-align: justify;""><em>(Izvor: Preporod)</em></div>"|"Monday, May 1, 2017 - 14:59"
"24"|"Pritvor za četiri osobe zbog incidenta u Sobranju"|"REGION"|"incident, makedonija, pritvor"|"/sites/default/files/wp-content/uploads/2017/05/MAKEDONIJA.jpg"|"<div class=""articleIntro"" style=""text-align: justify;""><strong>Sudija za prethodni postupak Osnovnog suda u Skoplju odredio je danas pritvor od osam dana za četiri lica koja su učestvovala u incidentu u Sobranju, u četvrtak, 27. aprila.</strong></div>^^<div class=""articleIntro"" style=""text-align: justify;""> </div>^^<div class=""articleTxt"" style=""text-align: justify;"">^^<p>Sudija je mjeru izrekao na prijedlog državnog tužilaštva i maksimalna je, budući da je riječ o proceduri po skraćenom postupku.</p>^^<p>Od ukupno sedam privedenih osoba <strong>sudija je jednom licu odredio mjeru kućnog pritvora, a ostalima mjere opreza.</strong></p>^^<p>Državno tužilaštvo Makedonije do sada je, u vezi sa nasiljem u Sobranju, zatražilo od MUP-a<strong> pritvor za 15 osoba osumnjičenih za učešće u nasilju nad poslanicima parlamentarne većine.</strong></p>^^<p>Incident se dogodio kada su učesnici protesta <em>""Za zajedničku Makedoniju""</em> upali u Sobranje nezadovoljni što je skupštinska većina, koju čine <strong>SDSM</strong> i stranke iz albanskog političkog bloka, za predsjednika Sobranja izabrala nekadašnjeg komandanta Oslobodilačke nacionalne armije Talata Džaferija.</p>^^<p><em>U masovnoj tuči povrijeđeno je 109 osoba,</em> među kojima i lideri SDSM-a Zoran Zaev i Alijanse za Albance Zijadin Sela.</p>^^</div>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: Srna)</em></p>"|"Monday, May 1, 2017 - 15:08"
"25"|"BLIŽI SE RAMAZAN: Tri zlatna pravila posta"|"LIFESTYLE"|"hrana, post, prehrana, ramazan, zdravlje"|"/sites/default/files/wp-content/uploads/2017/05/hrana.jpg"|"<p style=""text-align: justify;""><b>Prehrana je osnovna biološka potreba čovjeka i ustezanjem od hrane i pića svoje tijelo i um dovodimo u posebno stanje rasterećenosti. Živimo u kulturi opsjednutosti hranom, gdje se živi da bi se jelo, te stoga post vraća čovjeka na ispravne prioritete i stavlja hranu u drugi plan.</b></p>^^<p>Tako čovjek u ramazanu jede da bi živio i kratko vrijeme posvećuje tome, dok većinu vremena posvećuje drugim aspektima svog života. Međutim, bez obzira na višestoljetnu prisutnost posta kao metode liječenja u mnogim kulturama i na naučno dokazanu korist posta, još uvijek postoji dosta mitova o načinu na koji post utiče na organizam. <strong>U ovom prilogu “Dobre Kalorije” vam donose male tajne povezanosti našeg organizma i hrane, te načine na koji to možemo iskoristiti za olakšavanje posta u ljetnim danima…</strong></p>^^<p>Energiju koju koristimo za naš svakodnevni život dobivamo isključivo iz hrane. Tu energiju trošimo na četiri stvari: na održavanje bazalnog metabolizma, na preradu hrane, na tjelesnu aktivnosti i na reparaciju u slučaju bolesti ili ozljede. Ukoliko ne unosimo hranu cijeli dan, to nije naročit gubitak za naš organizam, jer pored energije koja se stvara unosom hrane, naš organizam od viškova stvara i vlastite zalihe energije u vidu masnog tkiva. <strong>Prosječna osoba ima dovoljno masnog tkiva da bi mogla preživjeti bez hrane kompletan ramazan, ili da bi mogla prepješačiti 800 kilometara.</strong></p>^^<p>Prilikom posta, u toku dana naše tijelo koristi priliku da za svoje energetske potrebe koristi zalihe masnog tkiva. Tako često uz ispravan način ishrane u toku ramazana mnogi ljudi izgube na težini. Međutim, pravilna ishrana u ramazanu ne podrazumijeva samo korištenje kvalitetnih namirnica <strong>– pravilna ishrana obuhvata i način na koji se te namirnice unose, kako ne bi opteretile naš organizam i kako bi bila hranjive za njega.</strong></p>^^<p>Upamtite nekoliko jednostavnih zlatnih pravila pravilne ishrane i olakšajte svome organizmu preradu hrane nakon cjelodnevnog posta, kako se ne biste umarali i kako biste mogli funkcionisati na najbolji način.</p>^^<p><strong>Prvo zlatno pravilo ispravne probave jeste dugo žvakanje</strong></p>^^<p style=""text-align: justify;"">Dugo žvakanje zalogaja je neophodan proces za iskorištavanje nutritivnih vrijednosti hrane. Naša pljuvačka sadrži enzim koji služi za razgradnju škroba i iskorištavanje vlakana iz svježeg voća i povrća, koji svoju funkciju može obaviti samo kroz dugotrajno žvakanje.</p>^^<p><strong>Drugo zlatno pravilo ispravne probave jeste neprejedanje</strong></p>^^<p style=""text-align: justify;"">Slijeđenje ove naredbe iz Časnog Kur'ana ima višestruke koristi za organizam. Najprije, umjerenošću u jelu pomažemo našem probavnom traktu da ne požuruje prilikom obrade hrane. U slučaju da se prejedamo, želudac je prisiljen neprovarenu ili slabo provarenu hranu slati brzo dalje u dvanaestopalačno crijevo, kako bi napravio mjesta za novu hranu koja dolazi. Tada se njegov donji dio mora znatno rastegnuti kako bi napravio dovoljno mjesta, što također remeti rad dijafragme te zbog toga prejedanje uzrokuje i teško disanje, uslijed čega se smanji i dotok kisika, pa nas prejedanje čini i pospanim. Zbog toga nam teravije naročito teško padaju nakon preobilnog iftara.</p>^^<p>Pored navedene štete koju prejedanje čini probavnom sistemu, prejedanje također opterećuje i našu jetru. Jetra je osnovni filter našeg organizma – ona toksine pretvara u spojeve koje naše tijelo može izbaciti. U periodu kada ne jedemo, naša jetra nema potrebe da naporno radi i obavlja svoju filtersku funkciju, te je za jetru ramazan pravi godišnji odmor. Zbog toga prejedanje nakon cjelodnevnog gladovanja predstavlja jako agresivan napor na jetru koja se odmarala cijeli dan. Umjerenim obrocima ne naprežemo jetru mnogo i stoga se ona nakon cijelog dana mirovanja može postepeno vratiti svojoj funkciji.</p>^^<p>Također, korist neprejedanja je isto i to što nam dozvoljava detoksikaciju. Ukoliko unosimo manje hrane nego je potrebno za naše dnevne energetske potrebe, tada koristimo i svoje masne naslage. Ukoliko unosimo previše toksina, naša jetra ih ne može sve filtrirati, te ih ona skladišti u masnom tkivu. Topljenjem masnog tkiva oslobađaju se ti toksini, a potom i izbacuju iz organizma.</p>^^<p><strong>Treće zlatno pravilo jeste pravilna hidratacija</strong></p>^^<p style=""text-align: justify;"">Tijelo ima prirodan mehanizam očuvanja vode, te je dehidracija i osjećaj žeđi znak da nismo vodu i hranu unosili na ispravan način u organizam ili smo koristili namirnice koje pomažu izlučivanju vode iz organizma. Vodu treba u organizam unositi gutljaj po gutljaj, i treba rasporediti u toku cijelog intervala od iftara do sehura. Količina unesene vode ovisi od samog organizma, nivoa tjelesne aktivnosti i količine vode unesene preko hrane. Generalno, treba izbjegavati zašećerene sokove, slanu hranu, masnu hranu i veće količine kafe.</p>^^<p style=""text-align: justify;""> </p>^^<p><em>(Izvor: Hayat.ba)</em></p>"|"Monday, May 1, 2017 - 15:17"
"26"|"Murray povećao vodstvo: Džumhur na 92. mjestu"|"Ostali sportovi"|"andy murray, damir džumhur, tenis"|"/sites/default/files/wp-content/uploads/2017/05/damir-dzumhur-aa.jpg"|"<div class=""articleIntro"" style=""text-align: justify;""><strong>Britanski teniser Andy Murray povećao je na vrhu ATP liste u odnosu na Novaka Đokovića i sada razlika između njih dvojice iznosi 3.785 poena.</strong></div>^^<div class=""articleIntro"" style=""text-align: justify;""> </div>^^<div class=""articleTxt"" style=""text-align: justify;"">^^<p>U konkurenciji najboljih deset tenisera nije bilo promjena. Treće i četvrto mjesto pripadaju Švicarcima Stanu Wawrinki i Rogeru Federeru, a slijede Španac Rafael Nadal, Kanađanin Miloš Raonić, Japanac Kei Nishikori, Hrvat Marin Čilić, Austrijanac Dominic Thiem i Belgijanac David Goffin.</p>^^<p><strong>Najbolji teniser BiH Damir Džumhur nazadovao je za dva mjesta i sada je 92. igrač svijeta. Mirza Bašić zauzima 168. a Aldin Šetkić 221. mjesto na listi.</strong> Tomislav Brkić je napredovao za četiri mjesta i sada je 349. </p>^^<h2>^^</h2><p>ATP Lista, Top 10:^^</p><p>^^1. (1) Andy Murray (VBr) 11.870<br />^^2. (2) Novak Đoković (Sr) 8.085<br />^^3. (3) Stan Wawrinka (Švi) 5.695<br />^^4. (4) Rodzer Federer (Švi) 5.125<br />^^5. (5) Rafael Nadal (Špa) 4.735<br />^^6. (6) Miloš Raonić (Kan) 4.165<br />^^7. (7) Kei Nishikori (Jap) 4.010<br />^^8. (8) Marin Čilić (Hrv) 3.565<br />^^9. (9) Dominic Thiem (Aus) 3.535<br />^^10. (10) David Goffin (Bel) 2.975<br />^^...<br />^^92. (90) Damir Džumhur (BiH) 580<br />^^168. (167) Mirza Bašić (BiH) 337<br />^^221. (217.) Aldin Šetkić (BiH) 239<br />^^349. (352) Tomislav Brkić (BiH) 134</p>^^</div>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: Fena)</em></p>"|"Monday, May 1, 2017 - 15:27"
"27"|"(+18 VIDEO) Najprovokativnije izdanje: Soraya u lezbo akciji sa prijateljicom"|"HOT"|"showbizz, soraja, starleta"|"/sites/default/files/wp-content/uploads/2017/05/soraja.jpg"|"<p style=""text-align: justify;""><strong>Starleta Soraya Vučelić s prijateljicom bila je aktivna na zabavi na koncert Ace Lukasa u Beogradu.</strong></p>^^<p style=""text-align: justify;"">Očigledno je da prevladava privlačnost između njih dvije, pa su se upustile u snimanje video koji je pokazala svim prijateljima na društvenim mrežama.</p>^^<p style=""text-align: justify;""><strong>Soraya je pokazala zadnjicu</strong> dok je prijateljica milije po stražnjici u ritmu muzike.</p>^^<p style=""text-align: justify;"">Mnogi komentar na ovu sliku su da je ovo najprovokativnije izdanje Soraye do sada</p>^^<p style=""text-align: justify;""><strong>Pogledajte video i procijeniti sami: </strong></p>^^<p><iframe id=""xfueafcl_mfrazghp"" src=""//www.adriamedia.tv/embed_player.php?media_id=91756"" width=""560"" height=""316"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>^^<p><em>(Izvor: Avaz.ba)</em></p>"|"Monday, May 1, 2017 - 15:40"
"28"|"(FOTO) Real našao zamjenu za Marcela: Ima čak istu frizuru i stiže iz Barcelone!"|"NOGOMET"|"barcelona, marčelo, real madrid, transfer"|"/sites/default/files/wp-content/uploads/2017/05/real.png"|"<p style=""text-align: justify;""><strong>Alternativa za Marcela se uveliko traži, a Perez je odlučio da pronađe mlađeg lijevog beka koga će postepeno uklapati u ekipu.</strong></p>^^<p style=""text-align: justify;"">Poslije duže potrage, izbor je pao na Marca Cucurellu, koji igra za Barcelonu! <strong>Ovaj fudbaler ima 19 godina</strong>, standardni je omladinski reprezentativac Španije. On je nastupao za drugi tim, već ima ponude iz Engleske, veoma je talentovan, a sada se pojavio Real. On je odbio da produži ugovor, na ljeto će biti slobodan igrač.</p>^^<p style=""text-align: justify;""><strong>City, Chelsea i Tottenham su mu već ponudili da se preseli na ostrvo,</strong> ali čini se da je Real spreman da mu ponudi bolje uslove i šansu da odmah bude priključen prvom timu.</p>^^<p style=""text-align: justify;"">Razlog je to što dolazi iz Barcelone. Realov motiv je jasan, talentovan jeste, a to što je igrao za Barcelonu mu je najveći kvalitet!</p>^^<p style=""text-align: justify;"">Ispod pogledajte sliku Cucurelle, koji frizurom baš podsjeća na Marcela:</p>^^<p style=""text-align: justify;""><img class=""alignnone size-full wp-image-428458"" src=""https://www.cazin.net/wp-content/uploads/2017/05/cucurella.jpg"" alt="""" width=""652"" height=""492"" /></p>^^<p style=""text-align: justify;""><em>(Izvor: Sop.ba)</em></p>"|"Monday, May 1, 2017 - 16:00"
"29"|"(FOTO) Sarajevski imam podigao prašinu statusom o 1. maju"|"BiH"|"muhamed velić, praznik rada, prvi maj, slajder"|"/sites/default/files/wp-content/uploads/2017/05/muhamed.jpg"|"<p class=""story-lead"" style=""text-align: justify;""><strong>Muhamed ef. Velić je sarajevski imam poznat po svojim aktivnostima van i na društvenim mrežama, te akcijama koje bude veliku pažnju i interes javnosti.</strong></p>^^<p style=""text-align: justify;"">Tema o kojoj se vječno raspravlja: <strong>Da li trebamo slaviti Prvi maj?</strong> je i ovog maja aktuelna. Naime, mnogi smatraju da <strong>građani BiH nemaju razloga da slave praznike rada s obzirom na broj nezapolsenih.</strong></p>^^<p style=""text-align: justify;"">Ipak, <strong>Velić</strong> je ovoga puta otišao korak dalje te Prvi maj povezao sa nečim drugim. Sa muslimanima.</p>^^<p style=""text-align: justify;"">- <em>Koji god musliman kolje janje za 1. maj, neće imati izgovora za Kurban-bajram,</em> napisao je Velić.</p>^^<p style=""text-align: justify;""><img class=""alignnone size-full wp-image-428463"" src=""https://www.cazin.net/wp-content/uploads/2017/05/Screenshot_1.png"" alt="""" width=""507"" height=""174"" /></p>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: N1)</em></p>"|"Monday, May 1, 2017 - 16:10"
"30"|"(FOTO) Jagnjeće pečenje na ulici u centru Sarajeva za 1. maj"|"BiH"|"međunarodni praznik rada, praznik rada, prvi maj, sarajevo"|"/sites/default/files/wp-content/uploads/2017/05/jagnje.jpg"|"<p class=""story-lead"" style=""text-align: justify;""><strong>Brojni građani Sarajeva odlučili su Prvi maj - Međunarodni praznik rada proslaviti na popularnom izletištu Barice, desetak kilometara od glavnog grada BiH.</strong></p>^^<p style=""text-align: justify;"">Na Baricama danas vlada smijeh, pjesma i dobro raspoloženje. Tamo se nalazi i veliki broj djece koja uživaju u igrama u prirodi.</p>^^<p style=""text-align: justify;"">Ipak, nisu svi <strong>praznično utočište potražili u prirodi i na izletištima.</strong></p>^^<p style=""text-align: justify;""><img class=""alignnone size-full wp-image-428467"" src=""https://www.cazin.net/wp-content/uploads/2017/05/jagnje3.jpg"" alt="""" width=""940"" height=""634"" /></p>^^<p style=""text-align: justify;"">Grupa građana glavnog grada BiH je danas u centru grada u blizini ulice Titova odlučila proslaviti 1. maj uz muziku i piće. Ništa ne bi bilo čudno da nije <strong>riječ o pečenju jagnjeta u samom centru grada.</strong></p>^^<p style=""text-align: justify;"">Fotografije su se brzo proširile društvenim mrežama, a u nastavku pogledajte o čemu se radi.</p>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: N1)</em></p>"|"Monday, May 1, 2017 - 16:16"
"31"|"Dodik: Značajan broj Srba je pobijen i protjeran, a RS je ugrožena!"|"BiH"|"gradiška, milorad dodik, srbi"|"/sites/default/files/wp-content/uploads/2017/05/dodik.jpg"|"<p class=""story-lead"" style=""text-align: justify;""><strong>Navršilo se 22 godine od stradanja srpskog stanovništva u Zapadnoj Slavoniji tokom hrvatske vojno-policijske akcije ""Bljesak"".</strong></p>^^<p class=""story-lead"" style=""text-align: justify;""> </p>^^<p class=""story-lead"" style=""text-align: justify;"">Obilježavanje je organizovao Odbor Vlade Republike Srpske za njegovanje tradicije oslobodilačkih ratova, opština Gradiška i Udruženje protjeranih Srba iz Zapadne Slavonije.</p>^^<p style=""text-align: justify;"">Nakon služenja parastosa i polaganja vijenaca na spomen ploču stradalim srbima iz Zapadne Slavonije, spušteni su i vijenci u Savu za stradale Srbe.</p>^^<p style=""text-align: justify;"">Pred brojnim prisutnim obratili su se mnogi zvaničnici, među kojima i Milorad Dodik, predsjednik RS.</p>^^<p style=""text-align: justify;"">""<strong>Dolazim ovdje svake godine u nastojanju da održimo sjećanje na stradanje. Stradanje koje je bilo u kontinuitetu. Nadam se da smo naučili lekciju. Stradali smo kada god nismo imali državu. Sada kad imamo državu, to im smeta. RS je ugrožena okruženjem u kojem se nalazi</strong>"", kazao je Dodik.</p>^^<p style=""text-align: justify;"">Dodao je da je RS motivisana voljom srpskog naroda.</p>^^<p style=""text-align: justify;"">""<strong>RS je motivisana da postoji voljom srpskog naroda. Mnogi Bošnjaci i Hrvati ne žele da je vide, ali RS mora opstati</strong>"".</p>^^<p style=""text-align: justify;"">Kazao je da je srpski narod kroz historiju branio i druge civilizacije.</p>^^<p style=""text-align: justify;"">""<strong>Srbi su kroz historiju branili druge civilizacije. Značajan broj Srba je pobijen i očišćen. Danas je hrvatska gotovo etnički čista zemlja u uvjerenju da je Jasenovac čista stvar</strong>"", kazao je.</p>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: N1)</em></p>"|"Monday, May 1, 2017 - 16:27"
"32"|"Na Ahiret preselila Salkić (rođ. Šarić) Zlata"|"OBAVIJESTI O SMRTI"|"dženaza, obavijest o smrti, smrtovnica"|"/sites/default/files/wp-content/uploads/2017/05/smrtovnica-1.jpg"|"<p style=""text-align: justify;"">Sa žalošću javljamo rodbini prijateljima i poznanicima da je naša draga  Salkić (rođ. Šarić) Zlata žena rahmetli Rasima iz Krakače dana 01.05.2017.godine, preselila na Ahiret u 64 -oj godini života.</p>^^<p style=""text-align: justify;"">Dženaza namaz će se obaviti u utorak dana 02.05.2017.godine, na porodičnim mezarima ispred džamije u Krakači u 14:00 sati.</p>^^<p style=""text-align: justify;"">Da joj dragi Allah podari Džennet, a porodici sabur.</p>^^<p style=""text-align: justify;""><em>NAPOMENA:</em></p>^^<p style=""text-align: justify;""><em>Našim posjetiteljima nudimo besplatne oglase za obavijesti o smrti. Pošaljite nam smrtovnicu osobe za koju želite dati oglas na mail <a href=""mailto:info@cazin.net"">info@cazin.net</a> ili porukom u inbox Facebook stranice cazin.net, koju ćemo blagovremeno objaviti putem portala Cazin.NET.</em></p>^^<p style=""text-align: justify;""><em>(Cazin.NET)</em></p>"|"Monday, May 1, 2017 - 16:39"
"33"|"Ovako izgleda otac Marije Šerifović: Tukao je njenu majku, zbog njega su propatile, a onda i napustile Kragujevac!"|"SHOWBIZZ"|"ispovijest, marija šerifović, showbizz, verica šerifović"|"/sites/default/files/wp-content/uploads/2017/05/rajko-serifovic2.jpg"|"<p><strong>Marija Šerifović rijetko je pričala o privatnom životu, tačnije o porodici, što je i normalno s obzirom na to da je ona svoju priču više nego iskreno ispričala u filmu “Ispovest”.</strong></p>^^<p>Iako 4 godine, koliko je prošlo od filma nije mnogo, Marija tada nije bila u tolikoj žiži interesovanja kao što je u poslednje dve godine, pa su mnogi detalji iz pomenutog filma ostali prilično nepoznati.</p>^^<p>Međutim, ono što jeste poznato jeste tužna priča Marije i njene majke Verice, a sve zbog Marijinog oca Rajka sa kojim su obje propatile. Kako je Marija rekla u “Ispovesti”, može da oprosti, ali ne i da zaboravi. Nikada ne zaboravlja.</p>^^<p><strong>– <em>Kao dete do svoje petnaeste, šesnaeste godine sam svoje roditelje od 365 dana viđala možda tih 65…</em> –</strong> rekla je <strong>Marija,</strong> dok je Verica lila suze rekavši kako joj je žao što i Marija, kao i Verica, nije imala dobrog oca.</p>^^<p><strong>– <em>Mnogo sam se borila. Ja sam čak oprostila i to što je on dobio vanbračno dete, a mi smo bili u zajednici. To je Daniel, Marijin polubrat –</em></strong> istakla je<strong> Verica.</strong></p>^^<p><strong>– <em>Imao je porok, a to je kocka koja nas je mnogo koštala…</em> –</strong> plačući je rekla<strong> Verica.</strong></p>^^<p>Evo kako izgleda Rajko Šerifović:</p>^^<p><img class=""alignnone size-full wp-image-428483"" src=""https://www.cazin.net/wp-content/uploads/2017/05/rajko-serifovic2.jpg"" alt="""" width=""830"" height=""514"" /></p>^^<p><em>(Izvor: Telegraf)</em></p>"|"Monday, May 1, 2017 - 17:04"
"34"|"(VIDEO) Ulični rat u Parizu: Demonstranti se sukobili sa policijom"|"SVIJET"|"demonstranti, pariz, protest"|"/sites/default/files/wp-content/uploads/2017/05/pariz-demonstranti.jpg"|"<div class=""articleIntro""><strong>Uoči drugog kruga predsjedničkih izbora u Francuskoj situacija se ne smiruje.</strong></div>^^<div class=""articleIntro""> </div>^^<div class=""articleTxt"">^^<p>Građani svakodnevno protestuju i sukobljavaju se sa policijom, čime izražavaju svoje <strong>nezadovoljstvo zbog trenutne političke situacije.</strong></p>^^<p>Danas na Praznik rada <strong>demonstranti su se ponovo sukobili sa policijom u Parizu</strong> i blokirali ulice.</p>^^<p>Okupio se veliki broj građana, a kordoni policije su pokušali da ih zaustave.</p>^^<p><strong>Bacali su dimne bombe i petarde, uzvikivali su parole,</strong> a čitav prizor je više ličio na ratnu zonu nego na evropsku prijestonicu.</p>^^<p> </p>^^</div>^^<p><iframe src=""https://www.youtube.com/embed/GQs7BRX6HFo"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>^^<p><em>(Izvor: Avaz.ba)</em></p>"|"Monday, May 1, 2017 - 17:15"
